*Header begin
Subject ID = xx
edf_name = LogFiles\/xx1.log
Group = WS
Dummy Mode =  0
*Header end
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
1	 8	 1.250000e+01	 -7.500000e+00	 5	 -4.869702e-02	 1	 6.000000e-01	 2	 4 
2	 19	 1.250000e+01	 -5.000000e-01	 5	 1.620736e-02	 1	 -4.000000e-01	 2	 4 
3	 17	 1.250000e+01	 -5	 5	 -3.163876e-02	 1	 2.000000e-01	 2	 4 
4	 11	 1.250000e+01	 -5.000000e-01	 5	 -4.203448e-03	 1	 -1	 2	 4 
5	 1	 1.250000e+01	 -5	 5	 -4.512227e-02	 1	 5.000000e-01	 2	 4 
6	 14	 1.250000e+01	 5	 5	 3.166177e-02	 1	 4.000000e-01	 2	 4 
7	 16	 1.250000e+01	 -7.500000e+00	 5	 -4.218551e-02	 1	 -2.000000e-01	 2	 4 
8	 13	 1.250000e+01	 2.500000e+00	 5	 -4.343160e-02	 1	 -6.000000e-01	 2	 4 
9	 5	 1.250000e+01	 2.500000e+00	 5	 -2.045470e-02	 1	 -4.000000e-01	 2	 4 
10	 20	 1.250000e+01	 5.000000e-01	 5	 -2.827605e-02	 1	 -2.000000e-01	 2	 4 
11	 3	 1.250000e+01	 -5.000000e-01	 5	 -3.799884e-02	 1	 -8.000000e-01	 2	 4 
12	 12	 1.250000e+01	 5.000000e-01	 5	 -2.713028e-02	 1	 2.000000e-01	 2	 4 
13	 9	 1.250000e+01	 -5	 5	 2.984103e-02	 1	 -7.000000e-01	 2	 4 
14	 15	 1.250000e+01	 7.500000e+00	 5	 -1.450717e-02	 1	 8.000000e-01	 2	 4 
15	 6	 1.250000e+01	 5	 5	 6.685237e-03	 1	 8.000000e-01	 2	 4 
16	 4	 1.250000e+01	 5.000000e-01	 5	 2.663203e-02	 1	 5.000000e-01	 2	 4 
17	 7	 1.250000e+01	 7.500000e+00	 5	 2.102969e-02	 1	 8.000000e-01	 2	 4 
18	 2	 1.250000e+01	 -2.500000e+00	 5	 -1.625528e-02	 1	 9.000000e-01	 2	 4 
19	 10	 1.250000e+01	 -2.500000e+00	 5	 -2.559660e-02	 1	 2.000000e-01	 2	 4 
20	 18	 1.250000e+01	 -2.500000e+00	 5	 -4.498487e-03	 1	 -3.000000e-01	 2	 4 
21	 37	 -1.250000e+01	 2.500000e+00	 5	 -3.076084e-02	 1	 -9.000000e-01	 2	 4 
22	 22	 -1.250000e+01	 5	 5	 1.699720e-02	 1	 5.000000e-01	 2	 4 
23	 28	 -1.250000e+01	 5.000000e-01	 5	 -9.820414e-03	 1	 -2.000000e-01	 2	 4 
24	 36	 -1.250000e+01	 5.000000e-01	 5	 1.363314e-02	 1	 7.000000e-01	 2	 4 
25	 30	 -1.250000e+01	 5	 5	 2.279269e-02	 1	 8.000000e-01	 2	 4 
26	 29	 -1.250000e+01	 2.500000e+00	 5	 -2.103115e-03	 1	 -2.000000e-01	 2	 4 
27	 33	 -1.250000e+01	 -5	 5	 -2.184205e-02	 1	 1	 2	 4 
28	 27	 -1.250000e+01	 -5.000000e-01	 5	 2.185601e-02	 1	 1	 2	 4 
29	 21	 -1.250000e+01	 2.500000e+00	 5	 3.535023e-02	 1	 9.000000e-01	 2	 4 
30	 35	 -1.250000e+01	 -5.000000e-01	 5	 -1.035694e-02	 1	 2.000000e-01	 2	 4 
31	 32	 -1.250000e+01	 -7.500000e+00	 5	 7.363591e-03	 1	 -3.000000e-01	 2	 4 
32	 34	 -1.250000e+01	 -2.500000e+00	 5	 8.825333e-03	 1	 -4.000000e-01	 2	 4 
33	 25	 -1.250000e+01	 -5	 5	 3.955053e-02	 1	 -4.000000e-01	 2	 4 
34	 31	 -1.250000e+01	 7.500000e+00	 5	 4.801093e-02	 1	 -6.000000e-01	 2	 4 
35	 23	 -1.250000e+01	 7.500000e+00	 5	 1.603490e-02	 1	 -7.000000e-01	 2	 4 
36	 38	 -1.250000e+01	 5	 5	 -4.305712e-02	 1	 0	 2	 4 
37	 24	 -1.250000e+01	 -7.500000e+00	 5	 -1.163778e-02	 1	 4.000000e-01	 2	 4 
38	 26	 -1.250000e+01	 -2.500000e+00	 5	 -4.779399e-03	 1	 8.000000e-01	 2	 4 
39	 39	 -1.250000e+01	 7.500000e+00	 5	 -2.540522e-02	 1	 5.000000e-01	 2	 4 
40	 40	 -1.250000e+01	 -7.500000e+00	 5	 2.638800e-03	 1	 1	 2	 4 
1	 17	 1.250000e+01	 -10	 34	 -3.815171e-02	 1	 -4.000000e-01	 2	 4 
2	 32	 1.250000e+01	 -15	 34	 3.727214e-02	 1	 -4.000000e-01	 2	 4 
3	 21	 1.250000e+01	 5	 34	 3.390469e-02	 1	 -1.000000e-01	 2	 4 
4	 6	 1.250000e+01	 10	 34	 -1.784056e-02	 1	 -3.000000e-01	 2	 4 
5	 28	 1.250000e+01	 1	 34	 2.360428e-02	 1	 -5.000000e-01	 2	 4 
6	 27	 1.250000e+01	 -1	 34	 -2.978075e-02	 1	 -2.000000e-01	 2	 4 
7	 18	 1.250000e+01	 -5	 34	 -1.941185e-02	 1	 2.000000e-01	 2	 4 
8	 40	 1.250000e+01	 -15	 34	 2.294562e-02	 1	 2.000000e-01	 2	 4 
9	 11	 1.250000e+01	 -1	 34	 3.819329e-02	 1	 0	 2	 4 
