*Header begin
Subject ID = lkc2
edf_name = LogFiles\/lkc21.log
Group = WS
Dummy Mode =  0
*Header end
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
1	 14	 50	 4	 5	 4.004897e-02	 1	 4.000000e-01	 1.488681e+00	 6 
2	 13	 50	 2	 5	 -2.350780e-02	 1	 1	 5.608572e-01	 4 
3	 5	 50	 2	 5	 -1.259936e-03	 1	 9.000000e-01	 1.143564e+00	 4 
4	 8	 50	 -6	 5	 -2.569590e-02	 1	 -5.000000e-01	 7.512266e-01	 4 
5	 12	 50	 4.000000e-01	 5	 -3.647716e-03	 1	 -4.000000e-01	 1.299052e+00	 6 
6	 10	 50	 -2	 5	 2.870563e-02	 1	 -2.000000e-01	 1.215510e+00	 4 
7	 15	 50	 6	 5	 -1.305049e-02	 1	 6.000000e-01	 8.684051e-01	 6 
8	 2	 50	 -2	 5	 2.705846e-02	 1	 2.000000e-01	 8.235698e-01	 4 
9	 17	 50	 -4	 5	 -4.869592e-02	 1	 -4.000000e-01	 7.799131e-01	 4 
10	 16	 50	 -6	 5	 -1.133102e-02	 1	 -2.000000e-01	 6.986926e-01	 4 
11	 20	 50	 4.000000e-01	 5	 -4.379963e-02	 1	 -4.000000e-01	 1.885134e+00	 4 
12	 19	 50	 -4.000000e-01	 5	 -3.076858e-02	 1	 -8.000000e-01	 6.952172e-01	 4 
13	 1	 50	 -4	 5	 -3.699554e-02	 1	 -9.000000e-01	 7.201347e-01	 4 
14	 4	 50	 4.000000e-01	 5	 3.423773e-02	 1	 -5.000000e-01	 7.441344e-01	 6 
15	 6	 50	 4	 5	 2.526138e-02	 1	 -1.000000e-01	 8.144886e-01	 6 
16	 3	 50	 -4.000000e-01	 5	 4.756457e-02	 1	 1.000000e-01	 9.547408e-01	 4 
17	 18	 50	 -2	 5	 1.055785e-02	 1	 -6.000000e-01	 7.694779e-01	 4 
18	 11	 50	 -4.000000e-01	 5	 -4.997583e-02	 1	 1.000000e-01	 7.202793e-01	 4 
19	 9	 50	 -4	 5	 9.393831e-03	 1	 7.000000e-01	 6.650720e-01	 4 
20	 7	 50	 6	 5	 -1.742561e-03	 1	 9.000000e-01	 8.364372e-01	 6 
21	 32	 -50	 -6	 5	 -1.814460e-02	 1	 -9.000000e-01	 1.219029e+00	 4 
22	 24	 -50	 -6	 5	 1.085670e-02	 1	 1.000000e-01	 8.995309e-01	 4 
23	 37	 -50	 2	 5	 1.622131e-03	 1	 4.000000e-01	 8.493028e-01	 6 
24	 27	 -50	 -4.000000e-01	 5	 -1.203082e-02	 1	 0	 9.571274e-01	 6 
25	 35	 -50	 -4.000000e-01	 5	 -3.267299e-03	 1	 -5.000000e-01	 5.165918e-01	 4 
26	 25	 -50	 -4	 5	 -3.455729e-02	 1	 2.000000e-01	 8.693159e-01	 4 
27	 31	 -50	 6	 5	 2.977224e-03	 1	 -5.000000e-01	 6.399642e-01	 6 
28	 29	 -50	 2	 5	 7.521585e-03	 1	 -7.000000e-01	 6.841690e-01	 6 
